start_date,lowest_price,weekday
2019-05-13 19:30:00,49.55,monday
2019-04-28 21:25:00,58.15,sunday
2019-04-19 07:30:00,68.65,friday
2019-04-19 08:30:00,75.4,friday
2019-05-16 15:30:00,58.45,thursday
2019-04-23 20:30:00,66.75,tuesday
2019-04-24 07:30:00,58.15,wednesday
2019-04-24 09:00:00,66.75,wednesday
2019-04-23 21:25:00,66.75,tuesday
2019-04-21 20:30:00,75.4,sunday
2019-04-23 07:30:00,66.75,tuesday
2019-05-11 10:30:00,58.15,saturday
2019-04-20 14:00:00,88.95,saturday
2019-04-20 16:00:00,40.95,saturday
2019-05-12 16:00:00,88.95,sunday
2019-04-28 17:00:00,68.65,sunday
2019-04-25 08:00:00,58.15,thursday
2019-05-12 21:25:00,75.4,sunday
2019-05-06 10:30:00,66.75,monday
2019-04-21 05:50:00,66.75,sunday
2019-04-21 07:00:00,66.75,sunday
2019-05-27 15:30:00,66.75,monday
2019-04-24 21:25:00,58.15,wednesday
2019-05-11 20:30:00,58.15,saturday
2019-05-02 17:00:00,58.15,thursday
2019-04-23 18:00:00,78.8,tuesday
2019-04-23 08:20:00,66.75,tuesday
2019-05-09 05:50:00,49.55,thursday
2019-04-27 11:30:00,58.15,saturday
2019-05-09 20:30:00,66.75,thursday
2019-04-27 12:30:00,66.75,saturday
2019-04-24 18:00:00,68.65,wednesday
